Bellman-Ford-Moore — Batch Results
Generated   : 2026-04-15 16:42:58
Input file  : C:\Users\helen\Desktop\5800FinalProject_BellmanFord\tests\real_world\p2p-gnutella.txt
Test cases  : 1

  I/O Overhead (shared across all test cases)
  io_read_sec        : 0.002210 s

============================================================
TEST CASE #1
============================================================

  Graph Details
  Representation     : LIST
  Vertices           : 10876
  Edges              : 39994
  Source             : 0

  Performance
  enqueue_count          : 23089
  total_relaxations      : 26825
  enqueue_ratio          : 2.12
  max_enqueues           : 6
  elapsed_sec            : 0.020174 s

  Performance Overhead
  graph_build_sec    : 0.008424 s

  Vertex     Distance        Path from source
  1825       149.0           0 → 10 → 137 → 493 → 1597 → 349 → 1258 → 5901 → 1359 → 567 → 1825
  1826       161.0           0 → 8 → 38 → 123 → 409 → 1377 → 3411 → 1826
  1827       118.0           0 → 10 → 137 → 493 → 1597 → 349 → 1258 → 5901 → 1359 → 567 → 1827
  1828       166.0           0 → 10 → 137 → 493 → 1597 → 349 → 1258 → 5901 → 1359 → 567 → 1828
  1829       168.0           0 → 10 → 137 → 493 → 1597 → 349 → 1258 → 5901 → 1359 → 567 → 1829
  1830       195.0           0 → 10 → 141 → 510 → 1642 → 1663 → 2017 → 2345 → 1830
  1831       188.0           0 → 10 → 136 → 1198 → 3127 → 2191 → 2096 → 569 → 1831
  1832       207.0           0 → 10 → 136 → 1198 → 3127 → 2191 → 2096 → 569 → 1832
  1833       158.0           0 → 10 → 137 → 493 → 1597 → 1042 → 1997 → 2650 → 238 → 831 → 1833
  1834       339.0           0 → 3 → 20 → 54 → 154 → 586 → 1834
  1835       166.0           0 → 10 → 141 → 510 → 1642 → 1663 → 2017 → 4294 → 1835
  1836       156.0           0 → 10 → 144 → 519 → 1660 → 1974 → 4246 → 2691 → 1836
  1837       337.0           0 → 3 → 20 → 54 → 154 → 586 → 1837
  1838       230.0           0 → 3 → 23 → 115 → 397 → 1354 → 1391 → 3465 → 5750 → 5886 → 1838
  1839       166.0           0 → 10 → 144 → 516 → 1652 → 130 → 448 → 3530 → 1839
  1840       206.0           0 → 3 → 23 → 115 → 397 → 1356 → 3592 → 590 → 1840
  1841       138.0           0 → 10 → 137 → 493 → 1597 → 920 → 187 → 699 → 2127 → 2359 → 1841
  1842       187.0           0 → 3 → 23 → 115 → 397 → 1353 → 963 → 691 → 411 → 1414 → 262 → 946 → 1842
  1843       193.0           0 → 10 → 137 → 493 → 1597 → 920 → 1535 → 702 → 2977 → 5320 → 167 → 615 → 1905 → 2034 → 1843
  1844       200.0           0 → 3 → 23 → 115 → 397 → 1356 → 3592 → 590 → 1844
  1845       85.0            0 → 10 → 137 → 493 → 1597 → 920 → 187 → 693 → 1845
  1846       138.0           0 → 3 → 23 → 115 → 397 → 1353 → 2144 → 4152 → 1846
  1847       204.0           0 → 3 → 23 → 115 → 397 → 1353 → 963 → 691 → 411 → 1414 → 262 → 946 → 1842 → 1847
  1848       183.0           0 → 10 → 137 → 495 → 893 → 1072 → 2380 → 1971 → 1848
  1849       250.0           0 → 10 → 144 → 516 → 1652 → 130 → 448 → 5150 → 165 → 591 → 1849
  1850       201.0           0 → 1 → 17 → 84 → 6338 → 1811 → 1850
  1851       219.0           0 → 10 → 137 → 493 → 1597 → 349 → 698 → 1589 → 2433 → 2950 → 1851
  1852       169.0           0 → 1 → 14 → 7040 → 1852
  1853       242.0           0 → 10 → 137 → 495 → 1281 → 3236 → 4355 → 595 → 1853
  1854       146.0           0 → 10 → 137 → 495 → 893 → 867 → 1854
  1855       150.0           0 → 10 → 137 → 493 → 1597 → 349 → 1258 → 5901 → 7505 → 8446 → 9044 → 1855
  1856       251.0           0 → 3 → 25 → 101 → 314 → 1123 → 2995 → 2130 → 1856
  1857       121.0           0 → 10 → 141 → 504 → 1782 → 570 → 3300 → 1857
  1858       132.0           0 → 3 → 23 → 109 → 387 → 1339 → 1858
  1859       247.0           0 → 10 → 137 → 495 → 1281 → 3236 → 4355 → 595 → 1859
  1860       187.0           0 → 10 → 137 → 493 → 1597 → 349 → 698 → 304 → 381 → 1319 → 1860
  1861       152.0           0 → 10 → 137 → 493 → 1597 → 920 → 1534 → 1861
  1862       134.0           0 → 3 → 23 → 115 → 397 → 1353 → 3368 → 1862
  1863       135.0           0 → 3 → 25 → 101 → 314 → 1122 → 2980 → 1863
  1864       163.0           0 → 10 → 137 → 493 → 1597 → 2710 → 5066 → 1864
  1865       206.0           0 → 10 → 137 → 493 → 1597 → 920 → 187 → 699 → 2127 → 4451 → 5920 → 597 → 1865
  1866       201.0           0 → 10 → 141 → 504 → 1782 → 570 → 6043 → 2775 → 3645 → 5885 → 147 → 528 → 1866
  1867       109.0           0 → 10 → 137 → 493 → 1597 → 920 → 841 → 2416 → 1867
  1868       139.0           0 → 10 → 141 → 510 → 1642 → 837 → 2414 → 1868
  1869       201.0           0 → 3 → 20 → 58 → 166 → 603 → 1869
  1870       123.0           0 → 3 → 20 → 58 → 166 → 603 → 1870
  1871       130.0           0 → 3 → 20 → 58 → 166 → 603 → 1871
  1872       182.0           0 → 3 → 20 → 58 → 166 → 603 → 1872
  1873       249.0           0 → 10 → 141 → 510 → 1640 → 2145 → 4473 → 5811 → 3995 → 592 → 1873
  1874       188.0           0 → 10 → 141 → 510 → 1640 → 2145 → 4473 → 5811 → 3995 → 592 → 1874
  1875       197.0           0 → 10 → 141 → 510 → 1640 → 2145 → 4473 → 5811 → 3995 → 592 → 1875
  1876       236.0           0 → 10 → 141 → 510 → 1640 → 2145 → 4473 → 5811 → 3995 → 592 → 1876
  1877       250.0           0 → 10 → 141 → 510 → 1640 → 2145 → 4473 → 5811 → 3995 → 592 → 1877
  1878       244.0           0 → 10 → 141 → 510 → 1640 → 2145 → 4473 → 5811 → 3995 → 592 → 1878
  1879       174.0           0 → 10 → 137 → 493 → 1597 → 920 → 187 → 699 → 2127 → 2359 → 4693 → 5612 → 1713 → 1879
  1880       213.0           0 → 10 → 141 → 510 → 1640 → 2145 → 4473 → 5811 → 3995 → 592 → 1880
  1881       260.0           0 → 10 → 141 → 510 → 1640 → 2145 → 4473 → 5811 → 3995 → 592 → 1881
  1882       231.0           0 → 10 → 141 → 510 → 1640 → 2145 → 4473 → 5811 → 3995 → 592 → 1882
  1883       154.0           0 → 10 → 137 → 493 → 1597 → 1903 → 1883
  1884       163.0           0 → 10 → 137 → 493 → 1597 → 920 → 1535 → 702 → 2977 → 5320 → 167 → 610 → 1884
  1885       184.0           0 → 10 → 137 → 493 → 1597 → 920 → 1535 → 702 → 2977 → 5320 → 167 → 610 → 1885
  1886       160.0           0 → 3 → 23 → 115 → 397 → 1197 → 2532 → 1886
  1887       188.0           0 → 10 → 137 → 493 → 1597 → 920 → 1535 → 702 → 2977 → 5320 → 167 → 610 → 1887
  1888       160.0           0 → 10 → 137 → 493 → 1597 → 920 → 1535 → 702 → 2977 → 5320 → 167 → 611 → 1888
  1889       205.0           0 → 10 → 137 → 493 → 1597 → 920 → 1535 → 702 → 2977 → 5320 → 167 → 611 → 1889
  1890       149.0           0 → 3 → 23 → 115 → 397 → 1353 → 2144 → 683 → 2057 → 2876 → 4057 → 1890
  1891       226.0           0 → 3 → 23 → 109 → 387 → 1334 → 3337 → 2265 → 4576 → 2383 → 1891
  1892       171.0           0 → 10 → 137 → 493 → 761 → 2296 → 1892
  1893       177.0           0 → 10 → 136 → 1198 → 3125 → 408 → 1367 → 1893
  1894       203.0           0 → 3 → 20 → 58 → 166 → 605 → 1894
  1895       164.0           0 → 3 → 20 → 58 → 166 → 605 → 1895
  1896       222.0           0 → 3 → 20 → 58 → 166 → 605 → 1896
  1897       154.0           0 → 3 → 23 → 112 → 352 → 1263 → 3230 → 1897
  1898       162.0           0 → 3 → 20 → 58 → 166 → 605 → 1898
  1899       186.0           0 → 3 → 20 → 58 → 166 → 605 → 1899
  1900       146.0           0 → 10 → 137 → 493 → 1597 → 920 → 841 → 2416 → 838 → 2410 → 1900
  1901       185.0           0 → 3 → 20 → 58 → 166 → 605 → 1901
  1902       153.0           0 → 3 → 23 → 115 → 397 → 1353 → 2144 → 4462 → 1902
  1903       131.0           0 → 10 → 137 → 493 → 1597 → 1903
  1904       156.0           0 → 3 → 23 → 109 → 387 → 1333 → 1904
  1905       135.0           0 → 10 → 137 → 493 → 1597 → 920 → 1535 → 702 → 2977 → 5320 → 167 → 615 → 1905
  1906       176.0           0 → 10 → 137 → 493 → 1597 → 920 → 187 → 568 → 621 → 1906
  1907       101.0           0 → 10 → 137 → 493 → 765 → 1907
  1908       214.0           0 → 10 → 137 → 493 → 1597 → 920 → 187 → 568 → 621 → 1908
  1909       227.0           0 → 10 → 137 → 493 → 1597 → 920 → 187 → 568 → 621 → 1909
  1910       193.0           0 → 10 → 137 → 493 → 1597 → 920 → 187 → 568 → 621 → 1910
  1911       210.0           0 → 10 → 137 → 289 → 1071 → 2236 → 2882 → 1928 → 1911
  1912       162.0           0 → 10 → 137 → 493 → 1597 → 920 → 841 → 2416 → 1967 → 794 → 922 → 617 → 1912
  1913       230.0           0 → 10 → 137 → 493 → 1597 → 920 → 841 → 2416 → 1967 → 794 → 922 → 617 → 1913
  1914       217.0           0 → 10 → 137 → 493 → 1597 → 920 → 841 → 2416 → 1967 → 794 → 922 → 617 → 1914
  1915       138.0           0 → 10 → 137 → 493 → 761 → 1929 → 3028 → 1915
  1916       177.0           0 → 3 → 23 → 115 → 397 → 1197 → 3121 → 1538 → 1916
  1917       181.0           0 → 10 → 137 → 493 → 1597 → 920 → 1535 → 702 → 3574 → 1917
  1918       97.0            0 → 10 → 137 → 493 → 1597 → 349 → 1258 → 5901 → 1918
  1919       86.0            0 → 10 → 137 → 493 → 1597 → 1042 → 1997 → 2650 → 1919
  1920       311.0           0 → 10 → 137 → 493 → 1597 → 920 → 841 → 2416 → 1967 → 344 → 1214 → 1357 → 168 → 620 → 1920
  1921       128.0           0 → 3 → 23 → 115 → 397 → 1353 → 2144 → 683 → 2057 → 2876 → 4057 → 1921
  1922       136.0           0 → 10 → 141 → 510 → 1642 → 1922
  1923       201.0           0 → 10 → 141 → 510 → 1642 → 2425 → 1186 → 3109 → 1923
  1924       243.0           0 → 10 → 137 → 493 → 1597 → 920 → 841 → 2416 → 1967 → 344 → 1214 → 1357 → 168 → 620 → 1924
  1925       180.0           0 → 3 → 25 → 101 → 315 → 1162 → 1925
  1926       240.0           0 → 10 → 137 → 496 → 1619 → 628 → 1926
  1927       218.0           0 → 3 → 25 → 101 → 314 → 1121 → 270 → 1050 → 2830 → 1927
  1928       187.0           0 → 10 → 137 → 289 → 1071 → 2236 → 2882 → 1928
  1929       89.0            0 → 10 → 137 → 493 → 761 → 1929
  1930       212.0           0 → 10 → 137 → 493 → 1597 → 920 → 841 → 2416 → 2273 → 1785 → 4038 → 4575 → 1930
  1931       148.0           0 → 10 → 137 → 496 → 1619 → 628 → 1931
  1932       98.0            0 → 3 → 23 → 109 → 387 → 1334 → 630 → 1932
  1933       141.0           0 → 3 → 23 → 109 → 387 → 1334 → 630 → 1933
  1934       98.0            0 → 10 → 136 → 1454 → 1934
  1935       124.0           0 → 3 → 23 → 109 → 387 → 1334 → 630 → 1935
  1936       105.0           0 → 3 → 23 → 109 → 387 → 1334 → 630 → 1936
  1937       168.0           0 → 3 → 23 → 115 → 397 → 1354 → 2354 → 171 → 631 → 1937
  1938       174.0           0 → 3 → 23 → 109 → 387 → 1339 → 3078 → 1938
  1939       129.0           0 → 3 → 23 → 115 → 397 → 1353 → 963 → 691 → 2111 → 2811 → 1939
  1940       103.0           0 → 10 → 137 → 493 → 1597 → 920 → 187 → 699 → 2127 → 1940
  1941       128.0           0 → 10 → 137 → 493 → 1597 → 920 → 187 → 699 → 2127 → 4451 → 1941
  1942       217.0           0 → 3 → 23 → 115 → 397 → 1354 → 2354 → 171 → 631 → 1942
  1943       83.0            0 → 3 → 23 → 115 → 397 → 1354 → 1760 → 1943
  1944       142.0           0 → 3 → 23 → 115 → 397 → 1354 → 1760 → 1943 → 1944
  1945       212.0           0 → 10 → 144 → 516 → 945 → 176 → 633 → 1945
  1946       149.0           0 → 3 → 23 → 115 → 397 → 1353 → 2144 → 683 → 2056 → 1946
  1947       121.0           0 → 10 → 137 → 493 → 1597 → 349 → 1258 → 5901 → 1359 → 1947
  1948       232.0           0 → 10 → 141 → 510 → 1642 → 2425 → 1186 → 3109 → 632 → 1948
  1949       200.0           0 → 3 → 23 → 109 → 387 → 1334 → 3337 → 2265 → 4576 → 6169 → 5201 → 4353 → 1949
  1950       182.0           0 → 3 → 23 → 115 → 397 → 1353 → 92 → 277 → 638 → 1950
  1951       236.0           0 → 3 → 23 → 115 → 397 → 1353 → 92 → 277 → 638 → 1951
  1952       156.0           0 → 3 → 23 → 115 → 397 → 1353 → 92 → 277 → 638 → 1952
  1953       139.0           0 → 10 → 137 → 493 → 1597 → 1042 → 1997 → 2650 → 1919 → 4161 → 6362 → 1953
  1954       143.0           0 → 3 → 23 → 115 → 397 → 1353 → 92 → 277 → 638 → 1954
  1955       174.0           0 → 3 → 23 → 115 → 397 → 1353 → 92 → 277 → 638 → 1955
  1956       229.0           0 → 3 → 23 → 115 → 397 → 1353 → 92 → 277 → 638 → 1956
  1957       148.0           0 → 3 → 23 → 115 → 397 → 1353 → 92 → 277 → 638 → 1957
  1958       157.0           0 → 10 → 137 → 493 → 1597 → 349 → 1258 → 5901 → 1359 → 567 → 1827 → 3826 → 6041 → 4571 → 1958
  1959       151.0           0 → 10 → 137 → 493 → 1597 → 920 → 187 → 693 → 2099 → 1959
  1960       175.0           0 → 10 → 137 → 493 → 1597 → 349 → 698 → 639 → 1960
  1961       218.0           0 → 10 → 137 → 493 → 1597 → 349 → 698 → 639 → 1961
  1962       136.0           0 → 10 → 137 → 493 → 1597 → 1042 → 1997 → 2695 → 1962
  1963       81.0            0 → 10 → 137 → 493 → 1597 → 920 → 1535 → 702 → 1963
  1964       138.0           0 → 10 → 137 → 493 → 761 → 1929 → 3028 → 1964
  1965       217.0           0 → 10 → 137 → 493 → 1597 → 920 → 1537 → 3679 → 637 → 1965
  1966       155.0           0 → 3 → 23 → 115 → 397 → 1354 → 1391 → 3465 → 5750 → 1966
  1967       105.0           0 → 10 → 137 → 493 → 1597 → 920 → 841 → 2416 → 1967
  1968       151.0           0 → 10 → 137 → 495 → 1281 → 1968
  1969       205.0           0 → 10 → 137 → 493 → 1597 → 920 → 187 → 699 → 2128 → 4437 → 1969
  1970       225.0           0 → 10 → 144 → 516 → 945 → 176 → 641 → 1970
  1971       144.0           0 → 10 → 137 → 495 → 893 → 1072 → 2380 → 1971
  1972       189.0           0 → 10 → 137 → 493 → 1597 → 920 → 187 → 693 → 1845 → 4093 → 6297 → 6392 → 647 → 1972
  1973       140.0           0 → 10 → 137 → 493 → 1597 → 349 → 1255 → 3221 → 1973
  1974       100.0           0 → 10 → 144 → 519 → 1660 → 1974
  1975       99.0            0 → 10 → 137 → 493 → 1597 → 2710 → 649 → 1975
  1976       169.0           0 → 10 → 137 → 493 → 1597 → 2710 → 649 → 1976
  1977       119.0           0 → 10 → 137 → 493 → 1597 → 2710 → 649 → 1977
  1978       151.0           0 → 10 → 137 → 493 → 1597 → 2710 → 649 → 1978
  1979       187.0           0 → 10 → 137 → 493 → 1597 → 2710 → 649 → 886 → 650 → 1979
